# K0 = 11.9013881683
# t	x(t)	y(t)	h	K(t)	erro_relativo
4.1257853508	2.2759156227	0.7298013568	0.0721485913	11.9013757706	0.0000010417
4.1929740906	2.6642432213	0.8058601618	0.0671889260	11.9013748169	0.0000011218
4.2467174530	2.8957147598	0.8871651292	0.0537433997	11.9013757706	0.0000010417
4.2956604958	2.9957010746	0.9763020277	0.0489431657	11.9013757706	0.0000010417
4.3453731537	2.9567019939	1.0777558088	0.0497126691	11.9013767242	0.0000009616
4.3933143616	2.7799303532	1.1793541908	0.0479413271	11.9013767242	0.0000009616
4.4435710907	2.4755196571	1.2804147005	0.0502567925	11.9013767242	0.0000009616
4.5005693436	2.0505189896	1.3762767315	0.0569980890	11.9013757706	0.0000010417
4.5683059692	1.5449042320	1.4522730112	0.0677364990	11.9013729095	0.0000012821
4.6302061081	1.1543987989	1.4833759069	0.0618999340	11.9013738632	0.0000012020
4.6918501854	0.8557910919	1.4831608534	0.0616438910	11.9013738632	0.0000012020
4.7603068352	0.6196980476	1.4560265541	0.0684565902	11.9013748169	0.0000011218
4.8295645714	0.4587865472	1.4097646475	0.0692575425	11.9013757706	0.0000010417
4.9078946114	0.3412209749	1.3445593119	0.0783298984	11.9013757706	0.0000010417
4.9923348427	0.2634674907	1.2672853470	0.0844402835	11.9013757706	0.0000010417
5.0846571922	0.2142252475	1.1810243130	0.0923221260	11.9013748169	0.0000011218
5.1765160561	0.1885660142	1.0973303318	0.0918587893	11.9013729095	0.0000012821
5.2764058113	0.1787005812	1.0112611055	0.0998899341	11.9013738632	0.0000012020
5.3880109787	0.1855416894	0.9228855371	0.1116052046	11.9013729095	0.0000012821
5.5160636902	0.2172369957	0.8329237700	0.1280526817	11.9013729095	0.0000012821
5.6701660156	0.3021033406	0.7425128818	0.1541024745	11.9013690948	0.0000016026
5.7669172287	0.3965010643	0.6969787478	0.0967510641	11.9013681412	0.0000016828
5.8513484001	0.5192437172	0.6655842066	0.0844310522	11.9013690948	0.0000016026
5.9281272888	0.6769016981	0.6451475024	0.0767786577	11.9013690948	0.0000016026
6.0045452118	0.8920354247	0.6343430281	0.0764181241	11.9013690948	0.0000016026
6.0801382065	1.1764664650	0.6356766820	0.0755927786	11.9013700485	0.0000015225
6.1659035683	1.5963336229	0.6566107869	0.0857651830	11.9013700485	0.0000015225
6.2318320274	1.9810744524	0.6914969087	0.0659285411	11.9013700485	0.0000015225
6.3003473282	2.4020237923	0.7503493428	0.0685151294	11.9013690948	0.0000016026
6.3666567802	2.7613873482	0.8337508440	0.0663096830	11.9013690948	0.0000016026
6.4153800011	2.9390394688	0.9127706289	0.0487233065	11.9013690948	0.0000016026
6.4639773369	2.9997875690	1.0049855709	0.0485973954	11.9013700485	0.0000015225
6.5133647919	2.9181177616	1.1077506542	0.0493872762	11.9013710022	0.0000014424
6.5609173775	2.7067291737	1.2080249786	0.0475524329	11.9013700485	0.0000015225
6.6126203537	2.3669974804	1.3084188700	0.0517027937	11.9013690948	0.0000016026
6.6745967865	1.8951032162	1.4035797119	0.0619763844	11.9013671875	0.0000017629
6.7343502045	1.4610595703	1.4612157345	0.0597532466	11.9013671875	0.0000017629
6.7947945595	1.0957767963	1.4853677750	0.0604442470	11.9013671875	0.0000017629
6.8587102890	0.8037404418	1.4798671007	0.0639158338	11.9013671875	0.0000017629
6.9352807999	0.5634673238	1.4434882402	0.0765705183	11.9013700485	0.0000015225
7.0054655075	0.4199119210	1.3924131393	0.0701847300	11.9013710022	0.0000014424
7.0847730637	0.3159200847	1.3239015341	0.0793076307	11.9013710022	0.0000014424
7.1740098000	0.2454597503	1.2412382364	0.0892367661	11.9013690948	0.0000016026
7.2648224831	0.2049095631	1.1566883326	0.0908126161	11.9013690948	0.0000016026
7.3584985733	0.1841151416	1.0724751949	0.0936763287	11.9013690948	0.0000016026
7.4612622261	0.1787858009	0.9858145714	0.1027635336	11.9013681412	0.0000016828
7.5764784813	0.1914170235	0.8972999454	0.1152162030	11.9013681412	0.0000016828
7.7093033791	0.2331824750	0.8078660965	0.1328249574	11.9013671875	0.0000017629
7.8412518501	0.3160717189	0.7337118983	0.1319483668	11.9013652802	0.0000019232
7.9351539612	0.4143748581	0.6910332441	0.0939022675	11.9013652802	0.0000019232
8.0178556442	0.5418709517	0.6616341472	0.0827020109	11.9013652802	0.0000019232
8.0930423737	0.7041521072	0.6429375410	0.0751868859	11.9013652802	0.0000019232
8.1677513123	0.9231813550	0.6337937117	0.0747091919	11.9013652802	0.0000019232
8.2439613342	1.2200258970	0.6369375587	0.0762104541	11.9013662338	0.0000018430
8.3310594559	1.6592233181	0.6612969637	0.0870980024	11.9013662338	0.0000018430
8.3972196579	2.0520427227	0.6996713877	0.0661600679	11.9013652802	0.0000019232
8.4634599686	2.4572150707	0.7603771091	0.0662399158	11.9013652802	0.0000019232
8.5323724747	2.8135271072	0.8516611457	0.0689123124	11.9013643265	0.0000020033
8.5809535980	2.9656312466	0.9339495301	0.0485808663	11.9013652802	0.0000019232
8.6335964203	2.9898483753	1.0371668339	0.0526429415	11.9013652802	0.0000019232
8.6816434860	2.8666548729	1.1384781599	0.0480474867	11.9013662338	0.0000018430
8.7304067612	2.6134030819	1.2398605347	0.0487632677	11.9013662338	0.0000018430
8.7834005356	2.2407829762	1.3376703262	0.0529936813	11.9013662338	0.0000018430
8.8520488739	1.7171006203	1.4305464029	0.0686478913	11.9013614655	0.0000022437
8.9170227051	1.2759571075	1.4767620564	0.0649742782	11.9013614655	0.0000022437
8.9779605865	0.9500622749	1.4862909317	0.0609379001	11.9013624191	0.0000021635
9.0482320786	0.6787473559	1.4661529064	0.0702710971	11.9013643265	0.0000020033
9.1182918549	0.4964590371	1.4237815142	0.0700599775	11.9013652802	0.0000019232
9.1926870346	0.3700409830	1.3645237684	0.0743955672	11.9013652802	0.0000019232
9.2766323090	0.2811576426	1.2890156507	0.0839457288	11.9013652802	0.0000019232
9.3708295822	0.2232014984	1.2010165453	0.0941974819	11.9013643265	0.0000020033
9.4620609283	0.1930919141	1.1171410084	0.0912313983	11.9013633728	0.0000020834
9.5593261719	0.1796601266	1.0320041180	0.0972656459	11.9013643265	0.0000020033
9.6675472260	0.1821093559	0.9443134665	0.1082207933	11.9013633728	0.0000020834
9.7900066376	0.2061144710	0.8553623557	0.1224591136	11.9013624191	0.0000021635
9.9361619949	0.2726306021	0.7649032474	0.1461551338	11.9013605118	0.0000023238
10.0419178009	0.3599773347	0.7112857103	0.1057561263	11.9013595581	0.0000024039
10.1301507950	0.4721396267	0.6753505468	0.0882326737	11.9013595581	0.0000024039
10.2084836960	0.6149191856	0.6514257193	0.0783325285	11.9013605118	0.0000023238
10.2891931534	0.8202450871	0.6364554167	0.0807092860	11.9013614655	0.0000022437
10.3645505905	1.0806821585	0.6337908506	0.0753576532	11.9013614655	0.0000022437
10.4438953400	1.4394897223	0.6466208100	0.0793442875	11.9013614655	0.0000022437
10.5128679276	1.8207788467	0.6751202941	0.0689726993	11.9013614655	0.0000022437
10.5851821899	2.2630586624	0.7278724313	0.0723145008	11.9013595581	0.0000024039
10.6524429321	2.6537497044	0.8031720519	0.0672608167	11.9013595581	0.0000024039
10.7072839737	2.8926763535	0.8856256008	0.0548412129	11.9013605118	0.0000023238
10.7562932968	2.9950528145	0.9746456146	0.0490096696	11.9013605118	0.0000023238
10.8076295853	2.9548864365	1.0793840885	0.0513361394	11.9013614655	0.0000022437
10.8551988602	2.7779138088	1.1801913977	0.0475689210	11.9013614655	0.0000022437
10.9050636292	2.4754505157	1.2804265022	0.0498649366	11.9013605118	0.0000023238
10.9616060257	2.0539658070	1.3756244183	0.0565425009	11.9013605118	0.0000023238
11.0227613449	1.5944823027	1.4464657307	0.0611554608	11.9013586044	0.0000024841
11.0844287872	1.1955579519	1.4814890623	0.0616678745	11.9013586044	0.0000024841
11.1461858749	0.8859103918	1.4845273495	0.0617572069	11.9013595581	0.0000024039
11.2207221985	0.6227281690	1.4566118717	0.0745366216	11.9013605118	0.0000023238
11.2896070480	0.4615094066	1.4108579159	0.0688850209	11.9013624191	0.0000021635
11.3675165176	0.3434243202	1.3462028503	0.0779095218	11.9013614655	0.0000022437
11.4515094757	0.2651075423	1.2694367170	0.0839930475	11.9013614655	0.0000022437
11.5444126129	0.2149019092	1.1826254129	0.0929032266	11.9013605118	0.0000023238
11.6362276077	0.1888968199	1.0989063978	0.0918148756	11.9013595581	0.0000024039
11.7355003357	0.1787558198	1.0132449865	0.0992729440	11.9013595581	0.0000024039
11.8464374542	0.1851146668	0.9251855016	0.1109367386	11.9013595581	0.0000024039
11.9726333618	0.2154819220	0.8361365795	0.1261956990	11.9013595581	0.0000024039
12.1245365143	0.2966653109	0.7462225556	0.1519031823	11.9013547897	0.0000028046
12.2224321365	0.3894313574	0.6995090246	0.0978957936	11.9013547897	0.0000028046
12.3065652847	0.5085172057	0.6676158905	0.0841329172	11.9013557434	0.0000027245
12.3832902908	0.6619285941	0.6464984417	0.0767247081	11.9013557434	0.0000027245
12.4597129822	0.8716974854	0.6348186731	0.0764227286	11.9013557434	0.0000027245
12.5349607468	1.1482508183	0.6349926591	0.0752478540	11.9013557434	0.0000027245
12.6199197769	1.5557775497	0.6537968516	0.0849593729	11.9013566971	0.0000026443
12.6854104996	1.9329658747	0.6862908602	0.0654908419	11.9013566971	0.0000026443
12.7549581528	2.3605992794	0.7432663441	0.0695473850	11.9013557434	0.0000027245
12.8241109848	2.7426314354	0.8278939724	0.0691531450	11.9013557434	0.0000027245
12.8735151291	2.9301717281	0.9068865776	0.0494046062	11.9013557434	0.0000027245
12.9269065857	2.9994862080	1.0079045296	0.0533911958	11.9013557434	0.0000027245
12.9756593704	2.9155128002	1.1094837189	0.0487529337	11.9013557434	0.0000027245
13.0237321854	2.6991481781	1.2107754946	0.0480729453	11.9013557434	0.0000027245
13.0760049820	2.3530297279	1.3118135929	0.0522732511	11.9013557434	0.0000027245
13.1386594772	1.8753503561	1.4067915678	0.0626547113	11.9013538361	0.0000028847
13.1990175247	1.4396746159	1.4633119106	0.0603576191	11.9013538361	0.0000028847
13.2599878311	1.0761827230	1.4858380556	0.0609707199	11.9013538361	0.0000028847
13.3243074417	0.7880294919	1.4786190987	0.0643199161	11.9013538361	0.0000028847
13.4013481140	0.5521535277	1.4405578375	0.0770407617	11.9013576508	0.0000025642
13.4713716507	0.4127137363	1.3888154030	0.0700233728	11.9013576508	0.0000025642
13.5504760742	0.3116545081	1.3200660944	0.0791042224	11.9013566971	0.0000026443
13.6394453049	0.2431480736	1.2375292778	0.0889695361	11.9013576508	0.0000025642
13.7299365997	0.2037604302	1.1533445120	0.0904914960	11.9013566971	0.0000026443
13.8240776062	0.1835849732	1.0688902140	0.0941407531	11.9013547897	0.0000028046
13.9273004532	0.1789194196	0.9821292758	0.1032224074	11.9013557434	0.0000027245
14.0429630280	0.1924244314	0.8936768770	0.1156623662	11.9013547897	0.0000028046
14.1775178909	0.2362571061	0.8037123680	0.1345546097	11.9013538361	0.0000028847
14.3070669174	0.3197632134	0.7315452695	0.1295490712	11.9013519287	0.0000030450
14.3999280930	0.4186310470	0.6897066236	0.0928608328	11.9013519287	0.0000030450
14.4822874069	0.5473276377	0.6607461572	0.0823596716	11.9013519287	0.0000030450
14.5650196075	0.7311338782	0.6410353780	0.0827326179	11.9013519287	0.0000030450
14.6404800415	0.9620469213	0.6333857179	0.0754608810	11.9013528824	0.0000029649
14.7162818909	1.2689077854	0.6386296153	0.0758018792	11.9013538361	0.0000028847
14.8036146164	1.7221883535	0.6663782001	0.0873322934	11.9013538361	0.0000028847
14.8704891205	2.1249010563	0.7087127566	0.0668744817	11.9013538361	0.0000028847
14.9379339218	2.5325145721	0.7753005624	0.0674450323	11.9013519287	0.0000030450
15.0085620880	2.8706965446	0.8750721216	0.0706281364	11.9013528824	0.0000029649
15.0568761826	2.9882373810	0.9610229135	0.0483137965	11.9013538361	0.0000028847
15.1074476242	2.9713838100	1.0629131794	0.0505712032	11.9013528824	0.0000029649
15.1552505493	2.8144857883	1.1641923189	0.0478031188	11.9013538361	0.0000028847
15.2053422928	2.5258347988	1.2663395405	0.0500917174	11.9013528824	0.0000029649
15.2622108459	2.1082663536	1.3651856184	0.0568687245	11.9013519287	0.0000030450
15.3299674988	1.5976347923	1.4460813999	0.0677570924	11.9013500214	0.0000032053
15.3921575546	1.1951041222	1.4815092087	0.0621896684	11.9013500214	0.0000032053
15.4544820786	0.8831418753	1.4844138622	0.0623247735	11.9013500214	0.0000032053
15.5297298431	0.6188853979	1.4558598995	0.0752477273	11.9013528824	0.0000029649
15.5986595154	0.4588642120	1.4097884893	0.0689295977	11.9013538361	0.0000028847
15.6766157150	0.3417115211	1.3449196815	0.0779561698	11.9013538361	0.0000028847
15.7644853592	0.2613674402	1.2644644976	0.0878696144	11.9013528824	0.0000029649
15.8560037613	0.2133781165	1.1789677143	0.0915185586	11.9013519287	0.0000030450
15.9484004974	0.1880726665	1.0948799849	0.0923967287	11.9013519287	0.0000030450
16.0482521057	0.1786562055	1.0090086460	0.0998513177	11.9013509750	0.0000031251
16.1597652435	0.1859270036	0.9209175706	0.1115125567	11.9013519287	0.0000030450
16.2876529694	0.2181405574	0.8313251734	0.1278876364	11.9013500214	0.0000032053
16.4434852600	0.3053985238	0.7403534055	0.1558315456	11.9013462067	0.0000035258
16.5392169952	0.4003426135	0.6956538558	0.0957324505	11.9013471603	0.0000034456
16.6226329803	0.5230082273	0.6649011970	0.0834152475	11.9013462067	0.0000035258
16.6984100342	0.6796847582	0.6449117064	0.0757775530	11.9013462067	0.0000035258
16.7761650085	0.9002048969	0.6341826320	0.0777557269	11.9013471603	0.0000034456
16.8515968323	1.1864979267	0.6359496117	0.0754323155	11.9013481140	0.0000033655
16.9373302460	1.6089649200	0.6575251818	0.0857330561	11.9013481140	0.0000033655
17.0039978027	1.9996612072	0.6935851574	0.0666684732	11.9013471603	0.0000034456
17.0734138489	2.4255428314	0.7545433044	0.0694152415	11.9013471603	0.0000034456
17.1428432465	2.7929213047	0.8442787528	0.0694290027	11.9013452530	0.0000036059
17.1913032532	2.9552643299	0.9249321818	0.0484608300	11.9013471603	0.0000034456
17.2388591766	2.9978914261	1.0166119337	0.0475554094	11.9013471603	0.0000034456
17.2871780396	2.9027109146	1.1177108288	0.0483193137	11.9013471603	0.0000034456
17.3348579407	2.6790969372	1.2179058790	0.0476798452	11.9013471603	0.0000034456
17.3866920471	2.3306467533	1.3171702623	0.0518345237	11.9013462067	0.0000035258
17.4487590790	1.8566769361	1.4097775221	0.0620672069	11.9013442993	0.0000036860
17.5089263916	1.4246519804	1.4647390842	0.0601675771	11.9013433456	0.0000037662
17.5695934296	1.0659986734	1.4860417843	0.0606671944	11.9013442993	0.0000036860
17.6354522705	0.7749684453	1.4774869680	0.0658596978	11.9013442993	0.0000036860
17.7119369507	0.5450667143	1.4386450052	0.0764838159	11.9013462067	0.0000035258
17.7820491791	0.4078994393	1.3863346577	0.0701128170	11.9013471603	0.0000034456
17.8612422943	0.3085765541	1.3172283173	0.0791924745	11.9013471603	0.0000034456
17.9502868652	0.2413252741	1.2345379591	0.0890443102	11.9013462067	0.0000035258
18.0411796570	0.2026547343	1.1500452757	0.0908934027	11.9013462067	0.0000035258
18.1357002258	0.1830977201	1.0654253960	0.0945214182	11.9013452530	0.0000036059
18.2392883301	0.1790740639	0.9786350131	0.1035882905	11.9013452530	0.0000036059
18.3562068939	0.1935971081	0.8896497488	0.1169180050	11.9013452530	0.0000036059
18.4921512604	0.2395576686	0.7994452715	0.1359435469	11.9013433456	0.0000037662
18.6180286407	0.3226331174	0.7299020886	0.1258773953	11.9013423920	0.0000038463
18.7110099792	0.4231308997	0.6883369684	0.0929814875	11.9013423920	0.0000038463
18.7923889160	0.5519135594	0.6600173712	0.0813789815	11.9013423920	0.0000038463
18.8680820465	0.7192177176	0.6418451071	0.0756933689	11.9013433456	0.0000037662
18.9435024261	0.9458799362	0.6335223317	0.0754205585	11.9013433456	0.0000037662
19.0208053589	1.2546610832	0.6381096244	0.0773035437	11.9013433456	0.0000037662
19.1096420288	1.7128999233	0.6656064391	0.0888359025	11.9013442993	0.0000036860
19.1751632690	2.1065018177	0.7063677907	0.0655204579	11.9013433456	0.0000037662
19.2411270142	2.5069985390	0.7700727582	0.0659646764	11.9013423920	0.0000038463
19.3131980896	2.8596997261	0.8701747656	0.0720717162	11.9013423920	0.0000038463
19.3614120483	2.9843289852	0.9551068544	0.0482142903	11.9013423920	0.0000038463
19.4137344360	2.9738500118	1.0600712299	0.0523231439	11.9013433456	0.0000037662
19.4622821808	2.8172900677	1.1628986597	0.0485485010	11.9013442993	0.0000036860
19.5116100311	2.5350503922	1.2636741400	0.0493277572	11.9013442993	0.0000036860
19.5676021576	2.1255850792	1.3617541790	0.0559929609	11.9013433456	0.0000037662
19.6298179626	1.6537052393	1.4390455484	0.0622152165	11.9013414383	0.0000039264
19.6919364929	1.2411150932	1.4789685011	0.0621177964	11.9013404846	0.0000040066
19.7533912659	0.9213703871	1.4856810570	0.0614549071	11.9013414383	0.0000039264
19.8239097595	0.6583884358	1.4629637003	0.0705176368	11.9013423920	0.0000038463
19.8933372498	0.4842188656	1.4194842577	0.0694265515	11.9013433456	0.0000037662
19.9684638977	0.3612471819	1.3587710857	0.0751267746	11.9013442993	0.0000036860
20.0532035828	0.2752449811	1.2820993662	0.0847405866	11.9013442993	0.0000036860
20.1470890045	0.2200786918	1.1943591833	0.0938862786	11.9013423920	0.0000038463
20.2385063171	0.1914933324	1.1105504036	0.0914164782	11.9013423920	0.0000038463
20.3369560242	0.1792309582	1.0248227119	0.0984506011	11.9013414383	0.0000039264
20.4463882446	0.1831692457	0.9368401170	0.1094322503	11.9013423920	0.0000038463
20.5711269379	0.2098305672	0.8472716808	0.1247380078	11.9013414383	0.0000039264
20.7198123932	0.2822760046	0.7569153309	0.1486853808	11.9013385773	0.0000041668
20.8222618103	0.3719474375	0.7062433958	0.1024494842	11.9013385773	0.0000041668
20.9097156525	0.4885282218	0.6716965437	0.0874539241	11.9013385773	0.0000041668
20.9869670868	0.6354037523	0.6491453648	0.0772522688	11.9013376236	0.0000042470
21.0664482117	0.8449170589	0.6355919242	0.0794818699	11.9013385773	0.0000041668
21.1411190033	1.1105712652	0.6342462897	0.0746708289	11.9013385773	0.0000041668
21.2248668671	1.5007718801	0.6502382159	0.0837480500	11.9013395309	0.0000040867
21.2921962738	1.8816503286	0.6810195446	0.0673301220	11.9013385773	0.0000041668
21.3632850647	2.3182077408	0.7363702059	0.0710888356	11.9013376236	0.0000042470
21.4297542572	2.6956701279	0.8142779469	0.0664687529	11.9013376236	0.0000042470
21.4816074371	2.9092636108	0.8944400549	0.0518523566	11.9013385773	0.0000041668
21.5309734344	2.9983413219	0.9855350256	0.0493651778	11.9013385773	0.0000041668
21.5798091888	2.9473824501	1.0858560801	0.0488366634	11.9013385773	0.0000041668
21.6279926300	2.7591454983	1.1878904104	0.0481825881	11.9013395309	0.0000040867
21.6785106659	2.4451189041	1.2885450125	0.0505175740	11.9013385773	0.0000041668
21.7357692719	2.0150225163	1.3828178644	0.0572580025	11.9013366699	0.0000043271
21.7959232330	1.5658322573	1.4498573542	0.0601547919	11.9013357162	0.0000044072
21.8574161530	1.1734602451	1.4825403690	0.0614934973	11.9013357162	0.0000044072
21.9200954437	0.8655979633	1.4836367369	0.0626792014	11.9013366699	0.0000043271
21.9955215454	0.6068379879	1.4534205198	0.0754268169	11.9013395309	0.0000040867
22.0646266937	0.4505181015	1.4063297510	0.0691048130	11.9013395309	0.0000040867
22.1427688599	0.3362691700	1.3407574892	0.0781418085	11.9013395309	0.0000040867
22.2269744873	0.2606668174	1.2635080814	0.0842052251	11.9013385773	0.0000041668
22.3189926147	0.2128036022	1.1775561571	0.0920175612	11.9013376236	0.0000042470
22.4115257263	0.1877823621	1.0934057236	0.0925339237	11.9013385773	0.0000041668
22.5115051270	0.1786328554	1.0075293779	0.0999786332	11.9013366699	0.0000043271
22.6231327057	0.1862123907	0.9194939733	0.1116273850	11.9013376236	0.0000042470
22.7511177063	0.2188831717	0.8300290704	0.1279840618	11.9013366699	0.0000043271
22.9070205688	0.3070507348	0.7392930388	0.1559019834	11.9013328552	0.0000046476
23.0022792816	0.4022981524	0.6949913502	0.0952592567	11.9013319016	0.0000047277
23.0852203369	0.5249836445	0.6645482183	0.0829411149	11.9013319016	0.0000047277
23.1606082916	0.6814594269	0.6447629929	0.0753879249	11.9013328552	0.0000046476
23.2379512787	0.9012615085	0.6341648698	0.0773427114	11.9013328552	0.0000046476
23.3130054474	1.1862504482	0.6359452605	0.0750548691	11.9013338089	0.0000045675
23.3935413361	1.5801827908	0.6554768682	0.0805361271	11.9013338089	0.0000045675
23.4596958160	1.9643934965	0.6896693707	0.0661537275	11.9013328552	0.0000046476
23.5283222198	2.3862559795	0.7476207018	0.0686265156	11.9013319016	0.0000047277
23.5967216492	2.7589097023	0.8329792023	0.0683993250	11.9013319016	0.0000047277
23.6454887390	2.9377393723	0.9119165540	0.0487679243	11.9013319016	0.0000047277
23.6941261292	2.9997923374	1.0040937662	0.0486377589	11.9013319016	0.0000047277
23.7435550690	2.9193282127	1.1068913937	0.0494281985	11.9013338089	0.0000045675
23.7911434174	2.7087545395	1.2072604895	0.0475876853	11.9013338089	0.0000045675
23.8428859711	2.3693687916	1.3078215122	0.0517417602	11.9013319016	0.0000047277
23.9014472961	1.9237778187	1.3987970352	0.0585606657	11.9013319016	0.0000047277
23.9620532990	1.4806327820	1.4592161179	0.0606065318	11.9013309479	0.0000048079
24.0224895477	1.1113076210	1.4849106073	0.0604362898	11.9013299942	0.0000048880
24.0848655701	0.8210765123	1.4810895920	0.0623769611	11.9013309479	0.0000048079
24.1535854340	0.5953183770	1.4509629011	0.0687200055	11.9013328552	0.0000046476
24.2231235504	0.4420854151	1.4026947021	0.0695379302	11.9013328552	0.0000046476
24.3017425537	0.3304601908	1.3361608982	0.0786198154	11.9013328552	0.0000046476
24.3902988434	0.2543303072	1.2546240091	0.0885567889	11.9013319016	0.0000047277
24.4816570282	0.2095660716	1.1693705320	0.0913580880	11.9013319016	0.0000047277
24.5744972229	0.1862551719	1.0853035450	0.0928395838	11.9013309479	0.0000048079
24.6758975983	0.1785745025	0.9988189340	0.1014011875	11.9013309479	0.0000048079
24.7889728546	0.1881255358	0.9105553627	0.1130747870	11.9013309479	0.0000048079
24.9196300507	0.2245754749	0.8205927014	0.1306569278	11.9013290405	0.0000049681
25.0625591278	0.3084324598	0.7384151220	0.1429283470	11.9013271332	0.0000051284
25.1580505371	0.4047017395	0.6941844225	0.0954908058	11.9013261795	0.0000052085
25.2411479950	0.5287093520	0.6638873816	0.0830970034	11.9013271332	0.0000051284
25.3166351318	0.6868213415	0.6443151236	0.0754869729	11.9013271332	0.0000051284
25.3917102814	0.9010530114	0.6341698170	0.0750747994	11.9013271332	0.0000051284
25.4661426544	1.1832888126	0.6358655691	0.0744317546	11.9013290405	0.0000049681
25.5507068634	1.5984387398	0.6567694545	0.0845633224	11.9013280869	0.0000050483
25.6165485382	1.9828766584	0.6917065978	0.0658412725	11.9013280869	0.0000050483
25.6849861145	2.4033129215	0.7505883574	0.0684379712	11.9013271332	0.0000051284
25.7533035278	2.7714827061	0.8370437622	0.0683169663	11.9013271332	0.0000051284
25.8014163971	2.9430620670	0.9156445265	0.0481130704	11.9013271332	0.0000051284
